,title,abstract,link,volume,abstract_lemma
136,Fiction and religion: how narratives about the supernatural inspire religious belief – introducing the thematic issue,"This article introduces a thematic issue of Religion that interrogates the religious use of fantasy and science fiction in the contemporary religious field. The overall aim of the thematic issue is to identify those textual features that make it possible for a given fictional story to be used as a religious narrative, that is, to inspire belief in the supernatural beings of the story-world, and to facilitate ritual interaction with said beings. The contributions analyse the religious affordance and actual use of a wide range of texts, spanning from Harry Potter and Star Wars, over The Lord of the Rings and late 19th-century Scandinavian fantasy, to the Christian Gospels. Over the course of the thematic issue, the conclusion emerges that there exists a hierarchy of three levels of religious affordance that fictional narratives can possess: to afford belief in the supernatural beings of the story, a text must present those supernatural beings as real within the story-world; to afford ritual interaction with said beings, a text must include model rituals and inscribe the reader into the narrative; to afford belief in the historicity of the narrated events, a text must anchor the story-world in the actual world. Although we focus on the religious affordance of fictional texts, we also spell out implications for the study of religious narratives in general, and for the narrativist study of religion.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1226756,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this article introduce a thematic issue of Religion that interrogate the religious use of fantasy and science fiction in the contemporary religious field the overall aim of the thematic issue be to identify those textual feature that make it possible for a give fictional story to be use as a religious narrative that is to inspire belief in the supernatural being of the story world and to facilitate ritual interaction with said being the contribution analyse the religious affordance and actual use of a wide range of text span from Harry Potter and Star Wars over the Lord of the Rings and late 19th century scandinavian fantasy to the Christian Gospels over the course of the thematic issue the conclusion emerge that there exist a hierarchy of three level of religious affordance that fictional narrative can possess to afford belief in the supernatural being of the story a text must present those supernatural being as real within the story world to afford ritual interaction with said being a text must include model ritual and inscribe the reader into the narrative to afford belief in the historicity of the narrated event a text must anchor the story world in the actual world although we focus on the religious affordance of fictional text we also spell out implication for the study of religious narrative in general and for the narrativist study of religion 
137,The difference between religious narratives and fictional literature: a matter of degree only,"The existence of fiction-based religion makes it obvious to examine the relationship between fictional literature and religious narratives. Although the fiction-religion distinction is tangentially related to the faction-fabrication divide, the author argues that they do not amount to the same. Rather than pursuing the question of what differentiates fictional from religious narratives, the author focuses on those elements in fictional literature that enable interpretative communities to attribute them a religious character. Three assertions come to the fore of the discussion. He considers them crucial for how narratives may be attributed a religious nature: (1) narratives may be assigned religious status in so far as they include a repertoire of p-s-t-coordinates (person, space, and time) that allows elements of the story-world to be projected onto an actual landscape; (2) narratives may be ascribed religious status in so far as they include agents with counter-intuitive abilities who are capable of intervening in the world of the ordinary recounted figures. By virtue of this contrast, distinguishing the characters in the story-world, the relationship between counter-intuitive agents and ordinary persons may be transposed onto a comparable distinction between different worlds in the world of the interpretative community; and (3) narratives may be assigned religious status in so far as they by virtue of embedded discourses and openness or indeterminacy with respect to p-s-t-coordinates, invite readers to view their own lives in continuity with the recounted world.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1221670,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,the existence of fiction base religion make it obvious to examine the relationship between fictional literature and religious narrative although the fiction religion distinction be tangentially related to the faction fabrication divide the author argue that they do not amount to the same rather than pursue the question of what differentiate fictional from religious narrative the author focus on those element in fictional literature that enable interpretative community to attribute they a religious character three assertion come to the fore of the discussion he consider they crucial for how narrative may be attribute a religious nature 1 narrative may be assign religious status in so far as they include a repertoire of p s t coordinate person space and time that allow element of the story world to be project onto an actual landscape 2 narrative may be ascribe religious status in so far as they include agent with counter intuitive ability who be capable of intervene in the world of the ordinary recount figure by virtue of this contrast distinguish the character in the story world the relationship between counter intuitive agent and ordinary person may be transpose onto a comparable distinction between different world in the world of the interpretative community and 3 narrative may be assign religious status in so far as they by virtue of embed discourse and openness or indeterminacy with respect to p s t coordinate invite reader to view their own life in continuity with the recount world 
138,The religious affordance of fiction: a semiotic approach,"A curious aspect of late modern religion is the emergence of fiction-based religions, such as Jediism, based on George Lucas’ Star Wars saga, and Tolkien spirituality, based on J.R.R. Tolkien’s literary mythology about Middle-earth. This article draws on narrative semiotics to explain why some fictional narratives (and not others) afford religious use and have hence given rise to fiction-based religions. I show that to afford religious use it is not enough that supernatural fiction tells about supernatural agents; it must also, to some extent, construct an aura of factuality around these supernatural agents. The main aim of this article is to identify and discuss those textual ‘veracity mechanisms’ that in various ways can help achieve such a sense of factuality. Each veracity mechanism is discussed and illustrated with examples from supernatural fiction, especially from Star Wars and The Lord of the Rings. I furthermore show how conceptual blending theory can be used to analyse the cognitive processes involved in the religious interpretation of supernatural fiction. While the empirical focus is on supernatural fiction and fiction-based religion, the wider implications for the study of religious narratives are discussed throughout.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210392,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,a curious aspect of late modern religion be the emergence of fiction base religion such as Jediism base on George Lucas Star Wars saga and Tolkien spirituality base on JRR Tolkien s literary mythology about Middle earth this article draw on narrative semiotic to explain why some fictional narrative and not other afford religious use and have hence give rise to fiction base religion I show that to afford religious use it be not enough that supernatural fiction tell about supernatural agent it must also to some extent construct an aura of factuality around these supernatural agent the main aim of this article be to identify and discuss those textual veracity mechanism that in various way can help achieve such a sense of factuality each veracity mechanism be discuss and illustrate with example from supernatural fiction especially from Star Wars and the Lord of the Rings I furthermore show how conceptual blending theory can be use to analyse the cognitive process involve in the religious interpretation of supernatural fiction while the empirical focus be on supernatural fiction and fiction base religion the wide implication for the study of religious narrative be discuss throughout 
139,"Contemporary fantasy fiction and representations of religion: playing with reality, myth and magic in His Dark Materials and Harry Potter","Often fiction and religion have been seen as separate moments or genres, but recent encounters between the two fields – such as fiction-based religions or religious controversies with regard to works of fiction – show that a thorough discussion of the religious in the fictional and the fictional in the religious is important. It may be consequential for what we understand religion to be in the study of religions today. The fantasy genre, with its other worlds, magic and superhuman characters, is extremely successful in contemporary Western popular culture. This article discusses the genre of fantasy fiction and analyses how selected examples of contemporary fantasy fiction represent and mediate religion. It argues that fantasy fiction both reflects and forms religious interests and religious fascination in contemporary society, and, in combination with the related new virtual worlds of the supernatural, fantasy fiction, that it provides sites for exploration of religion. This article is not a study of new religious movements, or of locating and analysing classically religious practitioners who use fantasy fiction in religions. Rather, the author seeks to understand the current pervasive presence of religion in fantasy fiction, and to discuss its significance in contemporary Western societies, as well as its implications for the understanding of religion. The author suggests that we should acknowledge, to a greater degree, the extent to which religion can be mixed with commerce, titillating entertainment, shared emotions, and everyday concerns. In addition, the author suggests that we should make more room for partial and shifting religious engagements in religion, and acknowledge a place, in the category of religion, for supernatural popular culture. The current fantasy popularity surge indicates not only a weakening of institutionalised religions, but also of the importance of belief and absolute truth claims in religion, and instead we see an increased visibility of ‘the religious’ and shifting and partial forms of religion in the West.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1212526,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,often fiction and religion have be see as separate moment or genre but recent encounter between the two field such as fiction base religion or religious controversy with regard to work of fiction show that a thorough discussion of the religious in the fictional and the fictional in the religious be important it may be consequential for what we understand religion to be in the study of religion today the fantasy genre with its other world magic and superhuman character be extremely successful in contemporary western popular culture this article discuss the genre of fantasy fiction and analysis how select example of contemporary fantasy fiction represent and mediate religion it argue that fantasy fiction both reflect and form religious interest and religious fascination in contemporary society and in combination with the related new virtual world of the supernatural fantasy fiction that it provide site for exploration of religion this article be not a study of new religious movement or of locate and analyse classically religious practitioner who use fantasy fiction in religion rather the author seek to understand the current pervasive presence of religion in fantasy fiction and to discuss its significance in contemporary western society as well as its implication for the understanding of religion the author suggest that we should acknowledge to a great degree the extent to which religion can be mix with commerce titillate entertainment share emotion and everyday concern in addition the author suggest that we should make more room for partial and shift religious engagement in religion and acknowledge a place in the category of religion for supernatural popular culture the current fantasy popularity surge indicate not only a weakening of institutionalised religion but also of the importance of belief and absolute truth claim in religion and instead we see an increase visibility of the religious and shift and partial form of religion in the West 
140,"Fiction into religion: imagination, other worlds, and play in the formation of community","Research into religions founded upon explicitly fictional sources is a recent development in the study of religion. Such research is social scientific in orientation and emphasises: the persuasive power of shared narratives among subcultural groups; the ‘cognitive’ methodological turn that has gained ground since the 1980s regarding the origin and function of religion; and the individualistic and affective ways that elements from traditional religion, popular culture, and a wide range of social artefacts and phenomena are used to create new religions and personal spiritualities. In certain cases, exposure to, prolonged immersion in, and social vindication of highly affective narratives (science-fiction novels and films that are sensuous and have tangible impact in experiential terms) may trigger the formation of a religion. This article examines the Church of All Worlds, which is a fiction-inspired religion founded by Tim Zell (b. 1942) and Lance Christie (1944–2010), two students at Westminster College, Fulton, Missouri, in April 1962. Zell and Christie read Robert A. Heinlein’s science-fiction novel Stranger in a Strange Land (London: New English Library, 1961 [1987]), and initiated a ‘real world’ version of the fictional Church, founded by Martian-raised Valentine Michael Smith in the novel. Identification with Stranger’s characters, and lifestyle choices designed to recreate the social milieu of the novel, reinforced and made ‘real’ this initially fiction-based religion, which is now over 50 years old, has a vibrant print and online presence, and braches (called Nests) in countries including the United States, Britain, Germany, and Australia.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210390,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,research into religion found upon explicitly fictional source be a recent development in the study of religion such research be social scientific in orientation and emphasise the persuasive power of share narrative among subcultural group the cognitive methodological turn that have gain ground since the 1980 regard the origin and function of religion and the individualistic and affective way that element from traditional religion popular culture and a wide range of social artefact and phenomenon be use to create new religion and personal spirituality in certain case exposure to prolonged immersion in and social vindication of highly affective narrative science fiction novel and film that be sensuous and have tangible impact in experiential term may trigger the formation of a religion this article examine the Church of all Worlds which be a fiction inspire religion found by Tim Zell b 1942 and Lance Christie 19442010 two student at Westminster College Fulton Missouri in April 1962 Zell and Christie read Robert A Heinlein s science fiction novel Stranger in a Strange Land London New English Library 1961 1987 and initiate a real world version of the fictional Church found by Martian raise Valentine Michael Smith in the novel identification with Stranger s character and lifestyle choice design to recreate the social milieu of the novel reinforce and make real this initially fiction base religion which be now over 50 year old have a vibrant print and online presence and brache call Nests in country include the United States Britain Germany and Australia 
141,On elves and freethinkers: criticism of religion and the emergence of the literary fantastic in Nordic literature,"In the late 19th century, the relationship between fictional literature and religion was up for debate. On the Nordic literary scene, this debate was triggered by Danish literary critic Georg Brandes in 1871, when he famously announced a turn towards critical realism. Fiction was identified as a possible link between secular and religious representations of reality, and modern literature was supposed to act as a catalyst for the criticism of religion. In the following years, literature became the medium to explore the ‘problem of religion’, the utopia of an atheist society and the mysteries of the human mind. This article traces major theoretical impulses and their literary substantiations from 1870s literary realism to the emergence of the literary fantastic in the 1890s. In the literary fantastic, the criticism of religion became religiously productive. Anticipating the cognitive study of religion, folkloristics explained supernatural concepts as the natural result of ordinary mental mechanisms. This radical naturalism allowed for an inclusion of the supernatural in literary realism. The case study of Haugtussa (1895), a work by the Norwegian author Arne Garborg, shows the lasting re-configuration of the understanding of religion that gave way to a ‘modern religiosity’ based on fiction.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210394,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,in the late 19th century the relationship between fictional literature and religion be up for debate on the nordic literary scene this debate be trigger by danish literary critic Georg brand in 1871 when he famously announce a turn towards critical realism Fiction be identify as a possible link between secular and religious representation of reality and modern literature be suppose to act as a catalyst for the criticism of religion in the following year literature become the medium to explore the problem of religion the utopia of an atheist society and the mystery of the human mind this article trace major theoretical impulse and their literary substantiation from 1870s literary realism to the emergence of the literary fantastic in the 1890 in the literary fantastic the criticism of religion become religiously productive anticipate the cognitive study of religion folkloristic explain supernatural concept as the natural result of ordinary mental mechanism this radical naturalism allow for an inclusion of the supernatural in literary realism the case study of Haugtussa 1895 a work by the norwegian author Arne Garborg show the last re configuration of the understanding of religion that give way to a modern religiosity base on fiction 
142,"Studying religion, audiovisual media, and the production of the ‘religious real’: introducing a review symposium on Birgit Meyer’s Sensational Movies (2015)","This article introduces a review symposium on Birgit Meyer’s book Sensational Movies: Video, Vision, and Christianity in Ghana (Oakland: University of California Press, 2015). It summarizes the structure and argument of the book, presents the six contributions to the review symposium as well as Meyer’s response, and in closing relates the religious use of audiovisual media to theoretical debates on documentary film in order to reflect on the production of what could be called the ‘religious real.’",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210389,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this article introduce a review symposium on Birgit Meyer s book Sensational Movies Video Vision and Christianity in Ghana Oakland University of California Press 2015 it summarize the structure and argument of the book present the six contribution to the review symposium as well as Meyer s response and in closing relate the religious use of audiovisual medium to theoretical debate on documentary film in order to reflect on the production of what could be call the religious real 
143,Resonating with Sensational Movies,"The review extols the merits of Birgit Meyer’s groundbreaking study of film and religion in Ghana as a model for future research on lived and public religion in diverse African settings. It also offers a critique of the book’s relative inattention to the sound effects of these popular video films, suggesting that there are resonant affinities between aural media, regimes of audibility, and the affective presence of the spiritual ‘beyond.’",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210391,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,the review extol the merit of Birgit Meyer s groundbreaking study of film and religion in Ghana as a model for future research on lived and public religion in diverse african setting it also offer a critique of the book s relative inattention to the sound effect of these popular video film suggest that there be resonant affinity between aural medium regime of audibility and the affective presence of the spiritual beyond 
144,Sensational Movies and the anthropology of religion: towards a comparative moral imaginary,"This article examines the significance of Birgit Meyer’s work on the ‘moral imaginary.’ The first part of the article argues that Meyer has more in common with phenomenological anthropologists than she admits and endorses her approach to the current debate between ‘ontological’ and ‘cultural constructivist’ approaches. The second section invokes the moral psychology of Maimonides along with contemporary debates in the anthropology of Islam to argue that Meyer’s work should stimulate a broadly comparative approach to the whole topic of moral imagination. Do filmic media, for example, inevitably favor a dualistic conflict between personifications of good and evil over other, more monistic, religious positions? And how might the study of medieval moral psychologies enrich the contemporary ethnography of religion?",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210393,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this article examine the significance of Birgit Meyer s work on the moral imaginary the first part of the article argue that Meyer have more in common with phenomenological anthropologist than she admit and endorse her approach to the current debate between ontological and cultural constructivist approach the second section invoke the moral psychology of maimonide along with contemporary debate in the anthropology of Islam to argue that Meyer s work should stimulate a broadly comparative approach to the whole topic of moral imagination do filmic medium for example inevitably favor a dualistic conflict between personification of good and evil over other more monistic religious position and how might the study of medieval moral psychology enrich the contemporary ethnography of religion 
145,Materializing the study of religion,This response to Meyer’s work focuses attention on the materiality of studying religion and how the sociality of religious practice may be studied in material terms. The value of this approach and the manner in which it is conducted vary from more traditional approaches to religion by offering a different conception of what religion is and does.,https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210395,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this response to Meyer s work focus attention on the materiality of study religion and how the sociality of religious practice may be study in material term the value of this approach and the manner in which it be conduct vary from more traditional approach to religion by offer a different conception of what religion be and do 
146,Comments on Sensational Movies,"This response to Birgit Meyer’s Sensational Movies engages the book as a study of how Pentecostal ideas are transferred into popular entertainment and back into the church. It explores the close connection between the video films and interventionist theology, in which the power of God may be invoked to deal with supernatural evil in the lives of people. In closing, a number of virulent issues for Christian life and theology in Ghana are identified. Among these are: the omnipresent and hyperactive nature of supernatural evil in the African religious imagination; the demonization of traditional religion as a ‘demonic doorway;’ the creation of Christian ritual contexts for dealing with the effect of demons; the idea that money, power, and wealth are impossible to obtain merely through hard work; and the close relationship between prosperity and evil.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210396,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this response to Birgit Meyer s Sensational Movies engage the book as a study of how pentecostal idea be transfer into popular entertainment and back into the church it explore the close connection between the video film and interventionist theology in which the power of God may be invoke to deal with supernatural evil in the life of people in closing a number of virulent issue for christian life and theology in Ghana be identify among these be the omnipresent and hyperactive nature of supernatural evil in the african religious imagination the demonization of traditional religion as a demonic doorway the creation of christian ritual context for deal with the effect of demon the idea that money power and wealth be impossible to obtain merely through hard work and the close relationship between prosperity and evil 
147,Imagination and the crossing of boundaries: some theological reflections,"In this response to Birgit Meyer’s book Sensational Movies, the author will focus on the theological possibilities of her study, in particular with regard to two aspects: the role of the imagination and the imaginary; and the ways in which the boundaries that separate the visible and invisible, the spiritual, and everyday life are blurred in the video films so that the two spheres can touch each other. In addition, for both of these aspects, the author sees a strong potential to further elaborate their embodied dimension in a fruitful contribution to media studies, anthropology, religious studies, and theology.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210397,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,in this response to Birgit Meyer s book Sensational Movies the author will focus on the theological possibility of her study in particular with regard to two aspect the role of the imagination and the imaginary and the way in which the boundary that separate the visible and invisible the spiritual and everyday life be blur in the video film so that the two sphere can touch each other in addition for both of these aspect the author see a strong potential to far elaborate their embody dimension in a fruitful contribution to medium study anthropology religious study and theology 
148,"Imagining tradition: heritage, culture and religion in contemporary Ghanaian cinema culture","This article is a response to Birgit Meyer’s chapter ‘Mediating Traditional Culture’ from her book Sensational Movies: Video, Vision, and Christianity in Ghana. It reflects on her argument about heritage as a dominant discourse in debates about religion and culture in the Ghanaian video film industry, raises questions about the dynamics of this politics of representation, and outlines the significance of her approach for theorising heritage. It draws on a series of observations about sites of culture and heritage in contemporary Ghana to frame a discussion about dominant themes that emerge in Meyer’s chapter, namely, chiefs and chiefly authority, the genre of the 'epic,' and audience perceptions of mediations of tradition and culture. It concludes by pointing out the usefulness and value that a focus on imaginaries, media, and mediation brings to the study of heritage.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210398,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this article be a response to Birgit Meyer s chapter mediate Traditional Culture from her book Sensational Movies Video Vision and Christianity in Ghana it reflect on her argument about heritage as a dominant discourse in debate about religion and culture in the ghanaian video film industry raise question about the dynamic of this politic of representation and outline the significance of her approach for theorise heritage it draw on a series of observation about site of culture and heritage in contemporary Ghana to frame a discussion about dominant theme that emerge in Meyer s chapter namely chief and chiefly authority the genre of the epic and audience perception of mediation of tradition and culture it conclude by point out the usefulness and value that a focus on imaginary medium and mediation bring to the study of heritage 
149,"Responses, reflections, and afterthoughts","This is the author’s response to the comments offered by J. Kwabena Asamoah-Gyadu, Rosalind I. J. Hackett, Duane Jethro, Stefanie Knauss, David Morgan, and Don Seeman on Birgit Meyer’s book Sensational Movies. It addresses the entanglement of Africa and the West; positive and negative evaluations of African tradition and culture; the importance of a comparative stance towards imaginaries and the imagination in religious studies; the role of sound in relation to the visual; and material religion.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1210399,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this be the author s response to the comment offer by J Kwabena Asamoah Gyadu Rosalind I J Hackett Duane Jethro Stefanie Knauss David Morgan and Don Seeman on Birgit Meyer s book Sensational Movies it address the entanglement of Africa and the West positive and negative evaluation of african tradition and culture the importance of a comparative stance towards imaginary and the imagination in religious study the role of sound in relation to the visual and material religion 
150,Taking liberties and making liberty: religious bounding and political violence in Sri Lanka,"This paper argues that the relationship between religion and violent politics is best understood through a focus on religious practice. The case study of the Tamil Catholic Church within Sri Lanka's civil war is presented against a backdrop of Buddhist monk participation in violent insurgency decades earlier. The discrete cases evidence a common preoccupation with management of physical borders and discursive boundaries as actors seek to reproduce themselves and their work as legitimately ‘religious’. Despite relying on remaining ‘pure’ from the dirty political realm, in practice religion is bound to social action and reproduced through the violent circumstances it engages.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1139012,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this paper argue that the relationship between religion and violent politic be well understand through a focus on religious practice the case study of the Tamil Catholic Church within Sri Lanka s civil war be present against a backdrop of buddhist monk participation in violent insurgency decade early the discrete case evidence a common preoccupation with management of physical border and discursive boundary as actor seek to reproduce themselves and their work as legitimately religious despite rely on remain pure from the dirty political realm in practice religion be bind to social action and reproduce through the violent circumstance it engage 
151,"Christianity, place/space, and anthropology: thinking across recent research on evangelical place-making","Place-making is a central activity for Christian groups. Yet the scholarly literature contains little comparative conversation on local Christian theories of place. This article ‘thinks across’ ten ethnographic descriptions of evangelical communities in order to pay attention to what these Christians pay attention to in their everyday place-making. It discusses seven problematics that commonly recur in evangelical place-work (namely linguistic, material, temporal, personhood, translocal, transcendent, and worldly concerns). This analysis nuances current anthropological debates on Protestant materiality, temporality, and personhood. The article argues that a central tenet of evangelicals’ place-making is a simultaneous taking apart and bringing together of faith and place. This results in a simultaneous fusing and ‘unfusing’ of situation and setting, which cannot be labeled either dis-placement or thorough emplacement. More broadly, evangelical place-making provides a modern example of deterritorialization that is different from placeless-ness. It also speaks to the complex interplay between ideals, intentionality, and agency.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1143054,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,place making be a central activity for christian group yet the scholarly literature contain little comparative conversation on local christian theory of place this article think across ten ethnographic description of evangelical community in order to pay attention to what these Christians pay attention to in their everyday place making it discuss seven problematic that commonly recur in evangelical place work namely linguistic material temporal personhood translocal transcendent and worldly concern this analysis nuance current anthropological debate on protestant materiality temporality and personhood the article argue that a central tenet of evangelical place making be a simultaneous taking apart and bring together of faith and place this result in a simultaneous fusing and unfusing of situation and setting which can not be label either dis placement or thorough emplacement more broadly evangelical place making provide a modern example of deterritorialization that be different from placeless ness it also speak to the complex interplay between ideal intentionality and agency 
152,Socialist religion and the emergence of occultism: a genealogical approach to socialism and secularization in 19th-century France,"It is often assumed that the history of 19th-century France was determined by a struggle between anti-religious progressive reformers and Catholic reactionaries, culminating in laïcité. In this process, the role of socialism as a secular force is usually taken for granted. This article will argue that a more complex approach to socialism can contribute to a better understanding of secularization and the emergence of “modern” forms of religion. Firstly, it will be discussed that pre-1848 social reformers were highly religious, despite their depiction in historical narratives influenced by Marxism. Secondly, it will be shown that socialist ideas continued, after 1848, in new religious movements. This will be demonstrated on the basis of the intellectual development of the socialist Alphonse-Louis Constant who, under his pen-name Eliphas Lévi, is regarded as the founder of occultism. An analysis of his writings will help to illuminate the ambiguous relationship between socialism and secularization.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1146926,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,it be often assume that the history of 19th century France be determine by a struggle between anti religious progressive reformer and catholic reactionary culminate in laïcité in this process the role of socialism as a secular force be usually take for grant this article will argue that a more complex approach to socialism can contribute to a well understanding of secularization and the emergence of modern form of religion firstly it will be discuss that pre1848 social reformer be highly religious despite their depiction in historical narrative influence by Marxism secondly it will be show that socialist idea continue after 1848 in new religious movement this will be demonstrate on the basis of the intellectual development of the socialist Alphonse Louis Constant who under his pen name Eliphas Lévi be regard as the founder of occultism an analysis of his writing will help to illuminate the ambiguous relationship between socialism and secularization 
153,"‘A man after god’s own heart’: charisma, masculinity and leadership at a charismatic Church in Brighton and Hove, UK","This article suggests that the gendered aspects of charisma have so far been overlooked in recent scholarship and seeks to align studies of charismatic religious leaders more fully with studies of masculinity and the ‘masculinisation’ of Charismatic churches. Based on research conducted at the Church of Christ the King (CCK) in Brighton and Hove, UK, I analyses how leadership operates as a key language for mediating masculinity, giving young men ways of being manly within both Christian and church parameters as well as forming links between experienced leaders and their young apprentices. Focusing on a dramatic visit by a notorious international preacher as an instance of charismatic masculinity in action, the author shows how an understanding of a corporate culture of masculinity can lend new insight into our understanding of charisma as both a relational construct and a system of individual authority which is tested at times of crisis and succession.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2016.1169452,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,this article suggest that the gendere aspect of charisma have so far be overlook in recent scholarship and seek to align study of charismatic religious leader more fully with study of masculinity and the masculinisation of charismatic church base on research conduct at the Church of Christ the King CCK in Brighton and Hove UK I analyse how leadership operate as a key language for mediate masculinity give young man way of be manly within both christian and church parameter as well as form link between experienced leader and their young apprentice focus on a dramatic visit by a notorious international preacher as an instance of charismatic masculinity in action the author show how an understanding of a corporate culture of masculinity can lend new insight into our understanding of charisma as both a relational construct and a system of individual authority which be test at time of crisis and succession 
154,Lifelong minority religion: routines and reflexivity: A Bourdieuan perspective on the habitus of elderly Finnish Orthodox Christian women,"Applications of the concept of habitus to research on religion have increased in recent decades. At present, Pierre Bourdieu's interpretation of the concept is perhaps the most well known. Nevertheless, it has also met with criticism. This article utilizes Bourdieuan theorizations to discuss the habitus of elderly Finnish Orthodox Christian women. The author examines the women's dispositions in relation to their changing minority position within Finnish society, and identifies the dynamic between reflexivity and routine practice as being central to their religion. The analysis demonstrates the value of Bourdieu's understanding of habitus when studying the long-term effects of social power on subjectivity – as reflected, for instance, in lifelong minority religion. The author argues, moreover, that contrary to the claims of many critics, Bourdieu's approach is suitable for inquiries into the conscious dimensions of practicing, in so far as these are conceived of as grounded in individuals’ past and present conditions of religious practice.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2015.1104397,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,application of the concept of habitus to research on religion have increase in recent decade at present Pierre Bourdieu s interpretation of the concept be perhaps the most well know nevertheless it have also meet with criticism this article utilize Bourdieuan theorization to discuss the habitus of elderly finnish Orthodox christian woman the author examine the woman s disposition in relation to their change minority position within finnish society and identify the dynamic between reflexivity and routine practice as be central to their religion the analysis demonstrate the value of Bourdieu s understanding of habitus when study the long term effect of social power on subjectivity as reflect for instance in lifelong minority religion the author argue moreover that contrary to the claim of many critic Bourdieu s approach be suitable for inquiry into the conscious dimension of practice in so far as these be conceive of as ground in individual past and present condition of religious practice 
155,Reverse-engineering ‘esotericism': how to prepare a complex cultural concept for the cognitive science of religion,"The article introduces a framework for preparing complex cultural concepts for the cognitive science of religion (CSR) and applies it to the field of Western esotericism. The research process (‘reverse engineering') rests on a building block approach that, after problematic categories have been deconstructed, seeks to reconstruct new scholarly objects in generic terms that can be operationalized in interdisciplinary contexts like CSR. A four-step research process is delineated, illustrated by a short discussion of previous work on ‘Gnosticism,' ‘magic,' and ‘religion,' before applying it to ‘esotericism.' It is suggested that the implicit scholarly objects of esotericism scholarship can be reconstituted in generic terms as concerned with processes of creating and disseminating ‘special knowledge.' Five definitional clusters are identified in the literature; these provide a basis for formulating research programs on the psychological and cognitive level, drawing on metarepresentational processes, event cognition, and psychological dispositions for altering experience.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2015.1072589,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-46,the article introduce a framework for prepare complex cultural concept for the cognitive science of religion CSR and apply it to the field of western esotericism the research process reverse engineering rest on a building block approach that after problematic category have be deconstruct seek to reconstruct new scholarly object in generic term that can be operationalize in interdisciplinary context like CSR a four step research process be delineate illustrate by a short discussion of previous work on Gnosticism magic and religion before apply it to esotericism it be suggest that the implicit scholarly object of esotericism scholarship can be reconstitute in generic term as concern with process of create and disseminate special knowledge five definitional cluster be identify in the literature these provide a basis for formulate research program on the psychological and cognitive level draw on metarepresentational process event cognition and psychological disposition for altering experience 
